description,url,price,rating,review_count,author,binding,bestseller
Center Cut: A Sam Hook novel #2,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg14_1?ie=UTF8&adId=A0365865K63ONU1MTDBF&url=%2FCenter-Cut-Sam-Hook-novel%2Fdp%2FB0B3TWX5HJ%2Fref%3Dsr_1_631_sspa%3Fcrid%3D3O8O36XTXBKAX%26keywords%3Dnovels%26qid%3D1664557170%26qu%3DeyJxc2MiOiI4LjQ2IiwicXNhIjoiNy43MyIsInFzcCI6IjcuNjEifQ%253D%253D%26sprefix%3Dnovels%252Caps%252C336%26sr%3D8-631-spons%26psc%3D1&qualifier=1664557170&id=8229421428354314&widgetName=sp_mtf,15.99,3.5 out of 5 stars,2,Mark Ridgely,Paperback,No
UFOs Over Ohio: A Novel,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg14_1?ie=UTF8&adId=A08781153DZ9J9QDLH9C6&url=%2FUFOs-Over-Linda-Oxley-Milligan%2Fdp%2F1944724044%2Fref%3Dsr_1_632_sspa%3Fcrid%3D3O8O36XTXBKAX%26keywords%3Dnovels%26qid%3D1664557170%26qu%3DeyJxc2MiOiI4LjQ2IiwicXNhIjoiNy43MyIsInFzcCI6IjcuNjEifQ%253D%253D%26sprefix%3Dnovels%252Caps%252C336%26sr%3D8-632-spons%26psc%3D1&qualifier=1664557170&id=8229421428354314&widgetName=sp_mtf,12.99,4.8 out of 5 stars,8,Linda Oxley Milligan,Paperback,No
The Onyx Crown: Part I of a Trilogy,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg14_1?ie=UTF8&adId=A04435872CF1JD2YA34JG&url=%2FOnyx-Crown-Part-Trilogy%2Fdp%2F0578411210%2Fref%3Dsr_1_633_sspa%3Fcrid%3D3O8O36XTXBKAX%26keywords%3Dnovels%26qid%3D1664557170%26qu%3DeyJxc2MiOiI4LjQ2IiwicXNhIjoiNy43MyIsInFzcCI6IjcuNjEifQ%253D%253D%26sprefix%3Dnovels%252Caps%252C336%26sr%3D8-633-spons%26psc%3D1&qualifier=1664557170&id=8229421428354314&widgetName=sp_mtf,14.99,4.6 out of 5 stars,29,Alan Hurst,Paperback,No
Fredo's Dream: A SEAL Brotherhood Novel: Fredo's Dream/Fredo's Secret,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg14_1?ie=UTF8&adId=A00729443JRW016H06NBT&url=%2FFredos-Dream-Brotherhood-Novel-Secret%2Fdp%2F1945020385%2Fref%3Dsr_1_634_sspa%3Fcrid%3D3O8O36XTXBKAX%26keywords%3Dnovels%26qid%3D1664557170%26qu%3DeyJxc2MiOiI4LjQ2IiwicXNhIjoiNy43MyIsInFzcCI6IjcuNjEifQ%253D%253D%26sprefix%3Dnovels%252Caps%252C336%26sr%3D8-634-spons%26psc%3D1&qualifier=1664557170&id=8229421428354314&widgetName=sp_mtf,15.99,4.6 out of 5 stars,178,Sharon Hamilton,Paperback,No
"My Daughter’s Keeper: A WW2 Historical Novel, Based on a True Story of a Jewish Holocaust Survivor (World War II Brave Women Fiction)",https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg14_1?ie=UTF8&adId=A09078041H0SHXTTUWUP3&url=%2FMy-Daughters-Keeper-Historical-Holocaust%2Fdp%2FB09WHQBXJK%2Fref%3Dsr_1_635_sspa%3Fcrid%3D3O8O36XTXBKAX%26keywords%3Dnovels%26qid%3D1664557170%26qu%3DeyJxc2MiOiI4LjQ2IiwicXNhIjoiNy43MyIsInFzcCI6IjcuNjEifQ%253D%253D%26sprefix%3Dnovels%252Caps%252C336%26sr%3D8-635-spons%26psc%3D1&qualifier=1664557170&id=8229421428354314&widgetName=sp_mtf,16.20,4.6 out of 5 stars,1139,Adiva Geffen  and Never Again,Paperback,No
Loved and Lost: A Relationship Trilogy,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg14_1?ie=UTF8&adId=A0125409K6CY55FQKLKE&url=%2FLoved-Lost-Relationship-Jeffrey-Brown%2Fdp%2F1603095063%2Fref%3Dsr_1_636_sspa%3Fcrid%3D3O8O36XTXBKAX%26keywords%3Dnovels%26qid%3D1664557170%26qu%3DeyJxc2MiOiI4LjQ2IiwicXNhIjoiNy43MyIsInFzcCI6IjcuNjEifQ%253D%253D%26sprefix%3Dnovels%252Caps%252C336%26sr%3D8-636-spons%26psc%3D1&qualifier=1664557170&id=8229421428354314&widgetName=sp_mtf,28.40,3.5 out of 5 stars,2,Jeffrey Brown,Paperback,No
Sin of Omission: A Novel of Suffolk Square,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg15_1?ie=UTF8&adId=A01229902YO4IJG1V0U4Q&url=%2FSin-Omission-Novel-Suffolk-Square%2Fdp%2FB092P9NRNF%2Fref%3Dsr_1_673_sspa%3Fcrid%3D3O8O36XTXBKAX%26keywords%3Dnovels%26qid%3D1664557172%26qu%3DeyJxc2MiOiI4LjQ2IiwicXNhIjoiNy43MyIsInFzcCI6IjcuNjEifQ%253D%253D%26sprefix%3Dnovels%252Caps%252C336%26sr%3D8-673-spons%26psc%3D1&qualifier=1664557172&id=1224658935277409&widgetName=sp_atf_next,19.95,4.5 out of 5 stars,23,David Evans Katz,Hardcover,No
At the End of the World: A Novel (Unbound Worlds),https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg15_1?ie=UTF8&adId=A02633302GP8HLDVGET5V&url=%2FAt-End-World-Unbound-Worlds%2Fdp%2F1735130036%2Fref%3Dsr_1_674_sspa%3Fcrid%3D3O8O36XTXBKAX%26keywords%3Dnovels%26qid%3D1664557172%26qu%3DeyJxc2MiOiI4LjQ2IiwicXNhIjoiNy43MyIsInFzcCI6IjcuNjEifQ%253D%253D%26sprefix%3Dnovels%252Caps%252C336%26sr%3D8-674-spons%26psc%3D1&qualifier=1664557172&id=1224658935277409&widgetName=sp_atf_next,22.95,4.0 out of 5 stars,12,Kevin J Fellows,Hardcover,No
Cicada: a western-crime novel,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg15_1?ie=UTF8&adId=A03044818PRKUPUJFSL1&url=%2FCicada-western-crime-Eric-H-Heisner%2Fdp%2F1735325716%2Fref%3Dsr_1_675_sspa%3Fcrid%3D3O8O36XTXBKAX%26keywords%3Dnovels%26qid%3D1664557172%26qu%3DeyJxc2MiOiI4LjQ2IiwicXNhIjoiNy43MyIsInFzcCI6IjcuNjEifQ%253D%253D%26sprefix%3Dnovels%252Caps%252C336%26sr%3D8-675-spons%26psc%3D1&qualifier=1664557172&id=1224658935277409&widgetName=sp_atf_next,14.95,3.8 out of 5 stars,34,Eric H. Heisner  and Adeline Emmalei,Paperback,No
An Echo at Ebbets Field,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg15_1?ie=UTF8&adId=A06650721PFGK2U2HSP2Y&url=%2FEcho-at-Ebbets-Field%2Fdp%2FB08SZ425RM%2Fref%3Dsr_1_676_sspa%3Fcrid%3D3O8O36XTXBKAX%26keywords%3Dnovels%26qid%3D1664557172%26qu%3DeyJxc2MiOiI4LjQ2IiwicXNhIjoiNy43MyIsInFzcCI6IjcuNjEifQ%253D%253D%26sprefix%3Dnovels%252Caps%252C336%26sr%3D8-676-spons%26psc%3D1&qualifier=1664557172&id=1224658935277409&widgetName=sp_atf_next,9.49,5.0 out of 5 stars,2,Jeremiah Baldonado and Richard Williams,Paperback,No
The Lucky Hat Mine,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg15_1?ie=UTF8&adId=A0185039KCWVMNYMFLP6&url=%2FLucky-Hat-Mine-J-v-L-Bell%2Fdp%2F1601823347%2Fref%3Dsr_1_677_sspa%3Fcrid%3D3O8O36XTXBKAX%26keywords%3Dnovels%26qid%3D1664557172%26qu%3DeyJxc2MiOiI4LjQ2IiwicXNhIjoiNy43MyIsInFzcCI6IjcuNjEifQ%253D%253D%26sprefix%3Dnovels%252Caps%252C336%26sr%3D8-677-spons%26psc%3D1&qualifier=1664557172&id=1224658935277409&widgetName=sp_mtf,16.00,4.4 out of 5 stars,87,J.v.L. Bell,Paperback,No
"Born With The Right To Happiness: The novel about true forces behind life, love, and happiness",https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg15_1?ie=UTF8&adId=A0866390B3GYL042RY98&url=%2FBorn-Right-Happiness-forces-happiness%2Fdp%2F1734824921%2Fref%3Dsr_1_678_sspa%3Fcrid%3D3O8O36XTXBKAX%26keywords%3Dnovels%26qid%3D1664557172%26qu%3DeyJxc2MiOiI4LjQ2IiwicXNhIjoiNy43MyIsInFzcCI6IjcuNjEifQ%253D%253D%26sprefix%3Dnovels%252Caps%252C336%26sr%3D8-678-spons%26psc%3D1&qualifier=1664557172&id=1224658935277409&widgetName=sp_mtf,15.75,5.0 out of 5 stars,2,Pride U Confident,Paperback,No
The Fortunes of Felix Fontana: Book 1 of the Felix Fontana series,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg15_1?ie=UTF8&adId=A031507515ROC2QP670FP&url=%2FFortunes-Felix-Fontana-Book%2Fdp%2F1081042710%2Fref%3Dsr_1_679_sspa%3Fcrid%3D3O8O36XTXBKAX%26keywords%3Dnovels%26qid%3D1664557172%26qu%3DeyJxc2MiOiI4LjQ2IiwicXNhIjoiNy43MyIsInFzcCI6IjcuNjEifQ%253D%253D%26sprefix%3Dnovels%252Caps%252C336%26sr%3D8-679-spons%26psc%3D1&qualifier=1664557172&id=1224658935277409&widgetName=sp_mtf,12.99,4.1 out of 5 stars,6,Derek Anderson  and Tommy Anderson,Paperback,No
A Book of Days (Books of Furnass),https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg15_1?ie=UTF8&adId=A070283223FTHB4P4RNMX&url=%2FBook-Days-Books-Furnass%2Fdp%2F0999770071%2Fref%3Dsr_1_680_sspa%3Fcrid%3D3O8O36XTXBKAX%26keywords%3Dnovels%26qid%3D1664557172%26qu%3DeyJxc2MiOiI4LjQ2IiwicXNhIjoiNy43MyIsInFzcCI6IjcuNjEifQ%253D%253D%26sprefix%3Dnovels%252Caps%252C336%26sr%3D8-680-spons%26psc%3D1&qualifier=1664557172&id=1224658935277409&widgetName=sp_mtf,9.95,3.8 out of 5 stars,5,Richard Snodgrass,Paperback,No
Blood of Cain (The First Bloodline),https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg15_1?ie=UTF8&adId=A00856212HNKN0IOOLD9B&url=%2FBlood-Cain-Michael-NeVille%2Fdp%2FB09NRB44BW%2Fref%3Dsr_1_681_sspa%3Fcrid%3D3O8O36XTXBKAX%26keywords%3Dnovels%26qid%3D1664557172%26qu%3DeyJxc2MiOiI4LjQ2IiwicXNhIjoiNy43MyIsInFzcCI6IjcuNjEifQ%253D%253D%26sprefix%3Dnovels%252Caps%252C336%26sr%3D8-681-spons%26psc%3D1&qualifier=1664557172&id=1224658935277409&widgetName=sp_mtf,9.99,4.7 out of 5 stars,9,Michael NeVille and Roman NeVille,Paperback,No
Cowboy's Accidental Wife (Cowboy Billionaires),https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg15_1?ie=UTF8&adId=A09363732UVEK1AXI46NC&url=%2FCowboys-Accidental-Wife-J-Comeau%2Fdp%2FB08ZD6THDS%2Fref%3Dsr_1_682_sspa%3Fcrid%3D3O8O36XTXBKAX%26keywords%3Dnovels%26qid%3D1664557172%26qu%3DeyJxc2MiOiI4LjQ2IiwicXNhIjoiNy43MyIsInFzcCI6IjcuNjEifQ%253D%253D%26sprefix%3Dnovels%252Caps%252C336%26sr%3D8-682-spons%26psc%3D1&qualifier=1664557172&id=1224658935277409&widgetName=sp_mtf,10.99,4.5 out of 5 stars,385,J. P. Comeau,Paperback,No
TURTLE CREEK: Enigma of the trail,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg15_1?ie=UTF8&adId=A0453807WOX6BA8ILHWA&url=%2FTURTLE-CREEK-Mr-RUBEN-ELUSTONDO%2Fdp%2FB086FWPW7L%2Fref%3Dsr_1_683_sspa%3Fcrid%3D3O8O36XTXBKAX%26keywords%3Dnovels%26qid%3D1664557172%26qu%3DeyJxc2MiOiI4LjQ2IiwicXNhIjoiNy43MyIsInFzcCI6IjcuNjEifQ%253D%253D%26sprefix%3Dnovels%252Caps%252C336%26sr%3D8-683-spons%26psc%3D1&qualifier=1664557172&id=1224658935277409&widgetName=sp_mtf,10.99,3.7 out of 5 stars,19,Mr. RUBEN ELUSTONDO,Paperback,No
SPOON LICKER,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg15_1?ie=UTF8&adId=A06402813P8IDCICU8YSQ&url=%2FSPOON-LICKER-Cassidy-Barker%2Fdp%2F0999696572%2Fref%3Dsr_1_684_sspa%3Fcrid%3D3O8O36XTXBKAX%26keywords%3Dnovels%26qid%3D1664557172%26qu%3DeyJxc2MiOiI4LjQ2IiwicXNhIjoiNy43MyIsInFzcCI6IjcuNjEifQ%253D%253D%26sprefix%3Dnovels%252Caps%252C336%26sr%3D8-684-spons%26psc%3D1&qualifier=1664557172&id=1224658935277409&widgetName=sp_mtf,10.78,4.9 out of 5 stars,15,Cassidy Barker,Paperback,No
Novel Problems: Some books should stay buried!,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg16_1?ie=UTF8&adId=A0775303165OCU1HKGQ4H&url=%2FNovel-Problems-books-should-buried%2Fdp%2F0578754665%2Fref%3Dsr_1_721_sspa%3Fcrid%3D3O8O36XTXBKAX%26keywords%3Dnovels%26qid%3D1664557174%26qu%3DeyJxc2MiOiI4LjQ2IiwicXNhIjoiNy43MyIsInFzcCI6IjcuNjEifQ%253D%253D%26sprefix%3Dnovels%252Caps%252C336%26sr%3D8-721-spons%26psc%3D1&qualifier=1664557174&id=786356981777019&widgetName=sp_atf_next,12.95,4.1 out of 5 stars,21,George T Morrison,Paperback,No
The Peacemaker's Code,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg16_1?ie=UTF8&adId=A08440262NM9ST8XDGK07&url=%2FPeacemakers-Code-Deepak-Malhotra%2Fdp%2F1736548530%2Fref%3Dsr_1_722_sspa%3Fcrid%3D3O8O36XTXBKAX%26keywords%3Dnovels%26qid%3D1664557174%26qu%3DeyJxc2MiOiI4LjQ2IiwicXNhIjoiNy43MyIsInFzcCI6IjcuNjEifQ%253D%253D%26sprefix%3Dnovels%252Caps%252C336%26sr%3D8-722-spons%26psc%3D1&qualifier=1664557174&id=786356981777019&widgetName=sp_atf_next,11.96,4.7 out of 5 stars,2427,Deepak Malhotra,Paperback,No
Lowcountry Rising,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg16_1?ie=UTF8&adId=A08778182S6A8UF7SXUHV&url=%2FLowcountry-Rising-Samuel-Othello-Barlow%2Fdp%2F0983563608%2Fref%3Dsr_1_723_sspa%3Fcrid%3D3O8O36XTXBKAX%26keywords%3Dnovels%26qid%3D1664557174%26qu%3DeyJxc2MiOiI4LjQ2IiwicXNhIjoiNy43MyIsInFzcCI6IjcuNjEifQ%253D%253D%26sprefix%3Dnovels%252Caps%252C336%26sr%3D8-723-spons%26psc%3D1&qualifier=1664557174&id=786356981777019&widgetName=sp_atf_next,4.02,4.3 out of 5 stars,8,Samuel Othello Barlow,Paperback,No
Fragments: Shattered and Shattering,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg16_1?ie=UTF8&adId=A04235203463NDJVAYIPR&url=%2FFragments-Shattered-Shattering-Gary-Battle%2Fdp%2F0989471748%2Fref%3Dsr_1_725_sspa%3Fcrid%3D3O8O36XTXBKAX%26keywords%3Dnovels%26qid%3D1664557174%26qu%3DeyJxc2MiOiI4LjQ2IiwicXNhIjoiNy43MyIsInFzcCI6IjcuNjEifQ%253D%253D%26sprefix%3Dnovels%252Caps%252C336%26sr%3D8-725-spons%26psc%3D1&qualifier=1664557174&id=786356981777019&widgetName=sp_mtf,18.99,5.0 out of 5 stars,1,Gary Battle,Paperback,No
With Jesus I Give: An inspiring Christian Christmas children book about the true meaning of this holiday season (With Jesus Series),https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg16_1?ie=UTF8&adId=A0126041104GAY94TTTI2&url=%2FJesus-Give-inspiring-Christian-Christmas%2Fdp%2F1777432626%2Fref%3Dsr_1_726_sspa%3Fcrid%3D3O8O36XTXBKAX%26keywords%3Dnovels%26qid%3D1664557174%26qu%3DeyJxc2MiOiI4LjQ2IiwicXNhIjoiNy43MyIsInFzcCI6IjcuNjEifQ%253D%253D%26sprefix%3Dnovels%252Caps%252C336%26sr%3D8-726-spons%26psc%3D1&qualifier=1664557174&id=786356981777019&widgetName=sp_mtf,9.97,4.8 out of 5 stars,86,Good News Meditations and G.L. Charles,Paperback,No
The Corsican Brothers A Novel,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg16_1?ie=UTF8&adId=A042842812FOIGALVUDER&url=%2FCorsican-Brothers-Novel-Alexandre-Dumas%2Fdp%2F1447469232%2Fref%3Dsr_1_727_sspa%3Fcrid%3D3O8O36XTXBKAX%26keywords%3Dnovels%26qid%3D1664557174%26qu%3DeyJxc2MiOiI4LjQ2IiwicXNhIjoiNy43MyIsInFzcCI6IjcuNjEifQ%253D%253D%26sprefix%3Dnovels%252Caps%252C336%26sr%3D8-727-spons%26psc%3D1&qualifier=1664557174&id=786356981777019&widgetName=sp_mtf,4.20,4.2 out of 5 stars,42,Alexandre Dumas,Paperback,No
THE DARK SIDE OF THE FIRE,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg16_1?ie=UTF8&adId=A03852812PQ6KX3PFTWB2&url=%2FDARK-SIDE-FIRE-RUBEN-ELUSTONDO%2Fdp%2FB096LYPF8Y%2Fref%3Dsr_1_728_sspa%3Fcrid%3D3O8O36XTXBKAX%26keywords%3Dnovels%26qid%3D1664557174%26qu%3DeyJxc2MiOiI4LjQ2IiwicXNhIjoiNy43MyIsInFzcCI6IjcuNjEifQ%253D%253D%26sprefix%3Dnovels%252Caps%252C336%26sr%3D8-728-spons%26psc%3D1&qualifier=1664557174&id=786356981777019&widgetName=sp_mtf,11.99,3.9 out of 5 stars,4,RUBEN ELUSTONDO,Paperback,No
Sweet Baby Mine,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg16_1?ie=UTF8&adId=A045398412YWI9O3MGT7O&url=%2FSweet-Baby-Mine-Maria-Daversa%2Fdp%2FB0B4CB6LR6%2Fref%3Dsr_1_729_sspa%3Fcrid%3D3O8O36XTXBKAX%26keywords%3Dnovels%26qid%3D1664557174%26qu%3DeyJxc2MiOiI4LjQ2IiwicXNhIjoiNy43MyIsInFzcCI6IjcuNjEifQ%253D%253D%26sprefix%3Dnovels%252Caps%252C336%26sr%3D8-729-spons%26psc%3D1&qualifier=1664557174&id=786356981777019&widgetName=sp_mtf,9.99,3.5 out of 5 stars,64,Maria Daversa,Paperback,No
A New Haunt for Mr. Bierce: A Novel,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg16_1?ie=UTF8&adId=A02339551XPUXY49HDCSZ&url=%2FNew-Haunt-Mr-Bierce-Novel%2Fdp%2F1952782449%2Fref%3Dsr_1_730_sspa%3Fcrid%3D3O8O36XTXBKAX%26keywords%3Dnovels%26qid%3D1664557174%26qu%3DeyJxc2MiOiI4LjQ2IiwicXNhIjoiNy43MyIsInFzcCI6IjcuNjEifQ%253D%253D%26sprefix%3Dnovels%252Caps%252C336%26sr%3D8-730-spons%26psc%3D1&qualifier=1664557174&id=786356981777019&widgetName=sp_mtf,16.95,4.6 out of 5 stars,6,Drew Bridges,Paperback,No
Be My Destiny: Vows From The Beyond (Kasteel Vrederic),https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg16_1?ie=UTF8&adId=A02735512L7Z98ME8BVIG&url=%2FBe-My-Destiny-Kasteel-Vrederic%2Fdp%2F0578914883%2Fref%3Dsr_1_731_sspa%3Fcrid%3D3O8O36XTXBKAX%26keywords%3Dnovels%26qid%3D1664557174%26qu%3DeyJxc2MiOiI4LjQ2IiwicXNhIjoiNy43MyIsInFzcCI6IjcuNjEifQ%253D%253D%26sprefix%3Dnovels%252Caps%252C336%26sr%3D8-731-spons%26psc%3D1&qualifier=1664557174&id=786356981777019&widgetName=sp_mtf,13.99,5.0 out of 5 stars,1,Ann Marie Ru,Paperback,No
Fast Forward Japan: Stories by the Founding Father of Japanese Science Fiction,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg17_1?ie=UTF8&adId=A0596868I0YM82QYRGTI&url=%2FFast-Forward-Japan-Founding-Japanese%2Fdp%2F1737318210%2Fref%3Dsr_1_770_sspa%3Fcrid%3D3O8O36XTXBKAX%26keywords%3Dnovels%26qid%3D1664557176%26qu%3DeyJxc2MiOiI4LjQ2IiwicXNhIjoiNy43MyIsInFzcCI6IjcuNjEifQ%253D%253D%26sprefix%3Dnovels%252Caps%252C336%26sr%3D8-770-spons%26psc%3D1&qualifier=1664557176&id=7724336335214537&widgetName=sp_atf_next,9.99,3.8 out of 5 stars,5,Juza Unno and J.D. Wisgo,Paperback,No
Dreams of Antiquity: The Awakening,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg17_1?ie=UTF8&adId=A089197712GSOV4U32H88&url=%2FDreams-Antiquity-Awakening-Joe-Hehn%2Fdp%2FB0BCRD1QKQ%2Fref%3Dsr_1_771_sspa%3Fcrid%3D3O8O36XTXBKAX%26keywords%3Dnovels%26qid%3D1664557176%26qu%3DeyJxc2MiOiI4LjQ2IiwicXNhIjoiNy43MyIsInFzcCI6IjcuNjEifQ%253D%253D%26sprefix%3Dnovels%252Caps%252C336%26sr%3D8-771-spons%26psc%3D1&qualifier=1664557176&id=7724336335214537&widgetName=sp_atf_next,13.99,5.0 out of 5 stars,25,Joe Hehn,Paperback,No
The School Mistress (Emerson Pass Historicals),https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg17_1?ie=UTF8&adId=A072368435FOOOZCPHCHY&url=%2FSchool-Mistress-Emerson-Pass%2Fdp%2F1951621042%2Fref%3Dsr_1_772_sspa%3Fcrid%3D3O8O36XTXBKAX%26keywords%3Dnovels%26qid%3D1664557176%26qu%3DeyJxc2MiOiI4LjQ2IiwicXNhIjoiNy43MyIsInFzcCI6IjcuNjEifQ%253D%253D%26sprefix%3Dnovels%252Caps%252C336%26sr%3D8-772-spons%26psc%3D1&qualifier=1664557176&id=7724336335214537&widgetName=sp_atf_next,13.95,4.4 out of 5 stars,12301,Tess Thompson,Paperback,No
Abomination Desolation,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg17_1?ie=UTF8&adId=A07555681MTM3UPDWU4YS&url=%2FAbomination-Desolation-Alan-Thompson%2Fdp%2FB086C7L9XG%2Fref%3Dsr_1_773_sspa%3Fcrid%3D3O8O36XTXBKAX%26keywords%3Dnovels%26qid%3D1664557176%26qu%3DeyJxc2MiOiI4LjQ2IiwicXNhIjoiNy43MyIsInFzcCI6IjcuNjEifQ%253D%253D%26sprefix%3Dnovels%252Caps%252C336%26sr%3D8-773-spons%26psc%3D1&qualifier=1664557176&id=7724336335214537&widgetName=sp_mtf,19.99,4.5 out of 5 stars,10,Alan Thompson,Paperback,No
"Agatha H. and the Siege of Mechanicsburg: Girl Genius, Book Four (4)",https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg17_1?ie=UTF8&adId=A00086582Z6D6UV9JC1N5&url=%2FAgatha-Siege-Mechanicsburg-Girl-Genius%2Fdp%2F1949102270%2Fref%3Dsr_1_774_sspa%3Fcrid%3D3O8O36XTXBKAX%26keywords%3Dnovels%26qid%3D1664557176%26qu%3DeyJxc2MiOiI4LjQ2IiwicXNhIjoiNy43MyIsInFzcCI6IjcuNjEifQ%253D%253D%26sprefix%3Dnovels%252Caps%252C336%26sr%3D8-774-spons%26psc%3D1&qualifier=1664557176&id=7724336335214537&widgetName=sp_mtf,24.99,4.9 out of 5 stars,165,Phil Foglio  and Kaja Foglio,Hardcover,No
The Concert: A Novel,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg17_1?ie=UTF8&adId=A03401882KL333T0PU3U6&url=%2FConcert-Novel-Ismail-Kadare%2Fdp%2F1611458722%2Fref%3Dsr_1_775_sspa%3Fcrid%3D3O8O36XTXBKAX%26keywords%3Dnovels%26qid%3D1664557176%26qu%3DeyJxc2MiOiI4LjQ2IiwicXNhIjoiNy43MyIsInFzcCI6IjcuNjEifQ%253D%253D%26sprefix%3Dnovels%252Caps%252C336%26sr%3D8-775-spons%26psc%3D1&qualifier=1664557176&id=7724336335214537&widgetName=sp_mtf,14.95,2.5 out of 5 stars,2,Ismail Kadare  and Barbara Bray,Paperback,No
The Bend of Luck,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg17_1?ie=UTF8&adId=A07568313LDNJ2XVS2ZM9&url=%2FBend-Luck-Peter-Hoey%2Fdp%2F1603095098%2Fref%3Dsr_1_776_sspa%3Fcrid%3D3O8O36XTXBKAX%26keywords%3Dnovels%26qid%3D1664557176%26qu%3DeyJxc2MiOiI4LjQ2IiwicXNhIjoiNy43MyIsInFzcCI6IjcuNjEifQ%253D%253D%26sprefix%3Dnovels%252Caps%252C336%26sr%3D8-776-spons%26psc%3D1&qualifier=1664557176&id=7724336335214537&widgetName=sp_mtf,19.49,3.0 out of 5 stars,2,Peter Hoey and Maria Hoey,Paperback,No
Wyldwood: A Novel of the Scottish Borders (The Spiral Pathways),https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg17_1?ie=UTF8&adId=A077710220GDUD3E3D4L7&url=%2FWyldwood-Scottish-Borders-Spiral-Pathways%2Fdp%2FB09ZDZTXDW%2Fref%3Dsr_1_777_sspa%3Fcrid%3D3O8O36XTXBKAX%26keywords%3Dnovels%26qid%3D1664557176%26qu%3DeyJxc2MiOiI4LjQ2IiwicXNhIjoiNy43MyIsInFzcCI6IjcuNjEifQ%253D%253D%26sprefix%3Dnovels%252Caps%252C336%26sr%3D8-777-spons%26psc%3D1&qualifier=1664557176&id=7724336335214537&widgetName=sp_mtf,14.99,4.9 out of 5 stars,13,Tava Baird,Paperback,No
