description,url,price,rating,review_count,author,binding,bestseller
The 6:20 Man: A Thriller,https://www.amazon.com/6-20-Man-Thriller-ebook/dp/B09L828N58/ref=sr_1_13?crid=3O8O36XTXBKAX&keywords=novels&qid=1664557133&qu=eyJxc2MiOiI4LjQ2IiwicXNhIjoiNy43MyIsInFzcCI6IjcuNjEifQ%3D%3D&sprefix=novels%2Caps%2C336&sr=8-13,14.99,4.4 out of 5 stars,24025,David Baldacci,Kindle,Best Seller
Desperation in Death: An Eve Dallas Novel,https://www.amazon.com/Desperation-Death-Eve-Dallas-Novel-ebook/dp/B09NTJRDJ3/ref=sr_1_14?crid=3O8O36XTXBKAX&keywords=novels&qid=1664557133&qu=eyJxc2MiOiI4LjQ2IiwicXNhIjoiNy43MyIsInFzcCI6IjcuNjEifQ%3D%3D&sprefix=novels%2Caps%2C336&sr=8-14,14.99,4.8 out of 5 stars,9279,Book 55 of 56: In Death,Kindle,Editors' pick
Demon in the Wood Graphic Novel (Grishaverse),https://www.amazon.com/Demon-Graphic-Novel-Leigh-Bardugo/dp/1250624649/ref=sr_1_15?crid=3O8O36XTXBKAX&keywords=novels&qid=1664557133&qu=eyJxc2MiOiI4LjQ2IiwicXNhIjoiNy43MyIsInFzcCI6IjcuNjEifQ%3D%3D&sprefix=novels%2Caps%2C336&sr=8-15,17.68,4.4 out of 5 stars,16,Book 1 of 1: Shadow and Bone,Hardcover,Best Seller
Where the Sky Begins: A Novel,https://www.amazon.com/Where-Sky-Begins-Rhys-Bowen-ebook/dp/B09GF6MW2B/ref=sr_1_16?crid=3O8O36XTXBKAX&keywords=novels&qid=1664557133&qu=eyJxc2MiOiI4LjQ2IiwicXNhIjoiNy43MyIsInFzcCI6IjcuNjEifQ%3D%3D&sprefix=novels%2Caps%2C336&sr=8-16,0.00,4.5 out of 5 stars,12312,Rhys Bowen,Kindle,Best Seller
Noble Beginnings: A Jack Noble Novel,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg1_1?ie=UTF8&adId=A03028432YU553M6P0G6A&url=%2FNoble-Beginnings-Jack-Novel%2Fdp%2F1484009290%2Fref%3Dsr_1_17_sspa%3Fcrid%3D3O8O36XTXBKAX%26keywords%3Dnovels%26qid%3D1664557133%26qu%3DeyJxc2MiOiI4LjQ2IiwicXNhIjoiNy43MyIsInFzcCI6IjcuNjEifQ%253D%253D%26sprefix%3Dnovels%252Caps%252C336%26sr%3D8-17-spons%26psc%3D1&qualifier=1664557133&id=1883545531651772&widgetName=sp_mtf,12.78,4.1 out of 5 stars,13184,L.T. Ryan,Paperback,No
Without a Hitch,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg1_1?ie=UTF8&adId=A040596836E01EAEY8U6O&url=%2FWithout-Hitch-Avery-Maxwell%2Fdp%2FB0B6XVTCMM%2Fref%3Dsr_1_18_sspa%3Fcrid%3D3O8O36XTXBKAX%26keywords%3Dnovels%26qid%3D1664557133%26qu%3DeyJxc2MiOiI4LjQ2IiwicXNhIjoiNy43MyIsInFzcCI6IjcuNjEifQ%253D%253D%26sprefix%3Dnovels%252Caps%252C336%26sr%3D8-18-spons%26psc%3D1&qualifier=1664557133&id=1883545531651772&widgetName=sp_mtf,14.99,4.5 out of 5 stars,1742,Avery Maxwell,Paperback,No
The Nurse's Secret: A Thrilling Historical Novel of the Dark Side of Gilded Age New York City,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg1_1?ie=UTF8&adId=A0926689Q5386YKU108Q&url=%2FNurses-Secret-Amanda-Skenandore%2Fdp%2F1496726537%2Fref%3Dsr_1_19_sspa%3Fcrid%3D3O8O36XTXBKAX%26keywords%3Dnovels%26qid%3D1664557133%26qu%3DeyJxc2MiOiI4LjQ2IiwicXNhIjoiNy43MyIsInFzcCI6IjcuNjEifQ%253D%253D%26sprefix%3Dnovels%252Caps%252C336%26sr%3D8-19-spons%26psc%3D1&qualifier=1664557133&id=1883545531651772&widgetName=sp_mtf,9.99,4.4 out of 5 stars,2291,Amanda Skenandore,Paperback,No
Foreign Deceit (David Wolf Mystery Thriller Series),https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg1_1?ie=UTF8&adId=A03243573L5EB3O3RCWDK&url=%2FForeign-Deceit-David-Wolf-Carson%2Fdp%2F061595202X%2Fref%3Dsr_1_20_sspa%3Fcrid%3D3O8O36XTXBKAX%26keywords%3Dnovels%26qid%3D1664557133%26qu%3DeyJxc2MiOiI4LjQ2IiwicXNhIjoiNy43MyIsInFzcCI6IjcuNjEifQ%253D%253D%26sprefix%3Dnovels%252Caps%252C336%26sr%3D8-20-spons%26psc%3D1&qualifier=1664557133&id=1883545531651772&widgetName=sp_mtf,11.59,4.2 out of 5 stars,9591,Jeff Carson,Paperback,No
Dreamland: A Novel,https://www.amazon.com/Dreamland-Novel-Nicholas-Sparks-ebook/dp/B09QPL8HDT/ref=sr_1_21?crid=3O8O36XTXBKAX&keywords=novels&qid=1664557133&qu=eyJxc2MiOiI4LjQ2IiwicXNhIjoiNy43MyIsInFzcCI6IjcuNjEifQ%3D%3D&sprefix=novels%2Caps%2C336&sr=8-21,14.99,4.5 out of 5 stars,1171,Nicholas Sparks,Kindle,No
All the Light We Cannot See: A Novel,https://www.amazon.com/All-Light-We-Cannot-See-audiobook/dp/B00IZGQ780/ref=sr_1_22?crid=3O8O36XTXBKAX&keywords=novels&qid=1664557133&qu=eyJxc2MiOiI4LjQ2IiwicXNhIjoiNy43MyIsInFzcCI6IjcuNjEifQ%3D%3D&sprefix=novels%2Caps%2C336&sr=8-22,0.00,4.6 out of 5 stars,67265,"Anthony Doerr, Zach Appelman, et al.",Audible Audiobook,Editors' pick
Reminders of Him: A Novel,https://www.amazon.com/Reminders-Him-Novel-Colleen-Hoover/dp/1542025605/ref=sr_1_23?crid=3O8O36XTXBKAX&keywords=novels&qid=1664557133&qu=eyJxc2MiOiI4LjQ2IiwicXNhIjoiNy43MyIsInFzcCI6IjcuNjEifQ%3D%3D&sprefix=novels%2Caps%2C336&sr=8-23,9.57,4.7 out of 5 stars,149141,Colleen Hoover,Paperback,Editors' pick
Things We Never Got Over (Knockemout Series),https://www.amazon.com/Things-We-Never-Got-Over/dp/194563183X/ref=sr_1_24?crid=3O8O36XTXBKAX&keywords=novels&qid=1664557133&qu=eyJxc2MiOiI4LjQ2IiwicXNhIjoiNy43MyIsInFzcCI6IjcuNjEifQ%3D%3D&sprefix=novels%2Caps%2C336&sr=8-24,13.76,4.5 out of 5 stars,75881,Book 1 of 2: Knockemout,Paperback,No
Pirates Past Noon Graphic Novel (Magic Tree House (R)),https://www.amazon.com/Pirates-Graphic-Novel-Magic-House/dp/0593174836/ref=sr_1_25?crid=3O8O36XTXBKAX&keywords=novels&qid=1664557133&qu=eyJxc2MiOiI4LjQ2IiwicXNhIjoiNy43MyIsInFzcCI6IjcuNjEifQ%3D%3D&sprefix=novels%2Caps%2C336&sr=8-25,9.99,5.0 out of 5 stars,1,Book 4 of 4: Magic Tree House (R),Paperback,No
Fire & Blood (HBO Tie-in Edition): 300 Years Before A Game of Thrones,https://www.amazon.com/Fire-Blood-George-R-R-Martin-audiobook/dp/B07CLNJBLD/ref=sr_1_26?crid=3O8O36XTXBKAX&keywords=novels&qid=1664557133&qu=eyJxc2MiOiI4LjQ2IiwicXNhIjoiNy43MyIsInFzcCI6IjcuNjEifQ%3D%3D&sprefix=novels%2Caps%2C336&sr=8-26,0.00,4.5 out of 5 stars,15014,Part of: A Song of Ice and Fire,Audible Audiobook,Best Seller
The Giver of Stars: A Novel,https://www.amazon.com/The-Giver-of-Stars-Jojo-Moyes-audiobook/dp/B07QQ3J91J/ref=sr_1_27?crid=3O8O36XTXBKAX&keywords=novels&qid=1664557133&qu=eyJxc2MiOiI4LjQ2IiwicXNhIjoiNy43MyIsInFzcCI6IjcuNjEifQ%3D%3D&sprefix=novels%2Caps%2C336&sr=8-27,0.00,4.6 out of 5 stars,52677,"Jojo Moyes, Julia Whelan, et al.",Audible Audiobook,No
Ugly Love: A Novel,https://www.amazon.com/Ugly-Love-Novel-Colleen-Hoover/dp/1476753180/ref=sr_1_28?crid=3O8O36XTXBKAX&keywords=novels&qid=1664557133&qu=eyJxc2MiOiI4LjQ2IiwicXNhIjoiNy43MyIsInFzcCI6IjcuNjEifQ%3D%3D&sprefix=novels%2Caps%2C336&sr=8-28,10.40,4.7 out of 5 stars,81938,Colleen Hoover,Paperback,No
A Court of Mist and Fury (A Court of Thorns and Roses Book 2),https://www.amazon.com/Court-Mist-Fury-Thorns-Roses-ebook/dp/B015FELXQ0/ref=sr_1_29?crid=3O8O36XTXBKAX&keywords=novels&qid=1664557133&qu=eyJxc2MiOiI4LjQ2IiwicXNhIjoiNy43MyIsInFzcCI6IjcuNjEifQ%3D%3D&sprefix=novels%2Caps%2C336&sr=8-29,9.99,4.9 out of 5 stars,56402,Book 2 of 5: A Court of Thorns and Roses,Kindle,Editors' pick
The Lost Apothecary: A Novel,https://www.amazon.com/Lost-Apothecary-Novel-Sarah-Penner/dp/077831197X/ref=sr_1_30?crid=3O8O36XTXBKAX&keywords=novels&qid=1664557133&qu=eyJxc2MiOiI4LjQ2IiwicXNhIjoiNy43MyIsInFzcCI6IjcuNjEifQ%3D%3D&sprefix=novels%2Caps%2C336&sr=8-30,12.45,4.3 out of 5 stars,33992,Sarah Penner,Paperback,No
The Hotel Nantucket,https://www.amazon.com/Hotel-Nantucket-Elin-Hilderbrand-ebook/dp/B09Q32BBW4/ref=sr_1_31?crid=3O8O36XTXBKAX&keywords=novels&qid=1664557133&qu=eyJxc2MiOiI4LjQ2IiwicXNhIjoiNy43MyIsInFzcCI6IjcuNjEifQ%3D%3D&sprefix=novels%2Caps%2C336&sr=8-31,14.99,4.4 out of 5 stars,21313,Elin Hilderbrand,Kindle,Best Seller
Carrie Soto Is Back: A Novel,https://www.amazon.com/Audible-Carrie-Soto-Back-Novel/dp/B09SRTWFJT/ref=sr_1_32?crid=3O8O36XTXBKAX&keywords=novels&qid=1664557133&qu=eyJxc2MiOiI4LjQ2IiwicXNhIjoiNy43MyIsInFzcCI6IjcuNjEifQ%3D%3D&sprefix=novels%2Caps%2C336&sr=8-32,0.00,4.5 out of 5 stars,5058,"Taylor Jenkins Reid, Stacy Gonzalez, et al.",Audible Audiobook,No
Carnegie's Maid: A Novel,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg1_1?ie=UTF8&adId=A02514982BD3KIMEYG99R&url=%2FCarnegies-Maid-Novel-Marie-Benedict%2Fdp%2F1492662704%2Fref%3Dsr_1_33_sspa%3Fcrid%3D3O8O36XTXBKAX%26keywords%3Dnovels%26qid%3D1664557133%26qu%3DeyJxc2MiOiI4LjQ2IiwicXNhIjoiNy43MyIsInFzcCI6IjcuNjEifQ%253D%253D%26sprefix%3Dnovels%252Caps%252C336%26sr%3D8-33-spons%26psc%3D1&qualifier=1664557133&id=1883545531651772&widgetName=sp_mtf,7.97,4.4 out of 5 stars,14646,Marie Benedict,Paperback,No
The Assassin's Betrayal: CIA Assassin,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg1_1?ie=UTF8&adId=A09265852ZE2GZJU8TKJM&url=%2FAssassins-Betrayal-Assassin-Jason-Drake%2Fdp%2FB08N3JM77H%2Fref%3Dsr_1_34_sspa%3Fcrid%3D3O8O36XTXBKAX%26keywords%3Dnovels%26qid%3D1664557133%26qu%3DeyJxc2MiOiI4LjQ2IiwicXNhIjoiNy43MyIsInFzcCI6IjcuNjEifQ%253D%253D%26sprefix%3Dnovels%252Caps%252C336%26sr%3D8-34-spons%26psc%3D1&qualifier=1664557133&id=1883545531651772&widgetName=sp_mtf,17.41,4.3 out of 5 stars,2430,Auston King,Paperback,No
Sweet Beginnings: A Candle Beach Novel,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg1_1?ie=UTF8&adId=A0895270EZ2Z50W5W70H&url=%2FSweet-Beginnings-Candle-Beach-Novel%2Fdp%2F167728305X%2Fref%3Dsr_1_35_sspa%3Fcrid%3D3O8O36XTXBKAX%26keywords%3Dnovels%26qid%3D1664557133%26qu%3DeyJxc2MiOiI4LjQ2IiwicXNhIjoiNy43MyIsInFzcCI6IjcuNjEifQ%253D%253D%26sprefix%3Dnovels%252Caps%252C336%26sr%3D8-35-spons%26psc%3D1&qualifier=1664557133&id=1883545531651772&widgetName=sp_mtf,18.99,4.3 out of 5 stars,5696,Nicole Ellis,Paperback,No
Noble Intentions: A Jack Noble Thriller,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg1_1?ie=UTF8&adId=A0302342EZANL7JMV8LW&url=%2FNoble-Intentions-Season-One-Jack%2Fdp%2F1479204951%2Fref%3Dsr_1_36_sspa%3Fcrid%3D3O8O36XTXBKAX%26keywords%3Dnovels%26qid%3D1664557133%26qu%3DeyJxc2MiOiI4LjQ2IiwicXNhIjoiNy43MyIsInFzcCI6IjcuNjEifQ%253D%253D%26sprefix%3Dnovels%252Caps%252C336%26sr%3D8-36-spons%26psc%3D1&qualifier=1664557133&id=1883545531651772&widgetName=sp_mtf,17.99,4.4 out of 5 stars,5566,L.T. Ryan,Paperback,No
A Flicker in the Dark: A Novel,https://www.amazon.com/Flicker-Dark-Novel/dp/B094DSXBS5/ref=sr_1_37?crid=3O8O36XTXBKAX&keywords=novels&qid=1664557133&qu=eyJxc2MiOiI4LjQ2IiwicXNhIjoiNy43MyIsInFzcCI6IjcuNjEifQ%3D%3D&sprefix=novels%2Caps%2C336&sr=8-37,0.00,4.3 out of 5 stars,10599,"Stacy Willingham, Karissa Vacker, et al.",Audible Audiobook,Editors' pick
Portrait of an Unknown Woman: A Novel,https://www.amazon.com/Portrait-Woman-Novel-Daniel-Silva-ebook/dp/B09JPBWVMF/ref=sr_1_38?crid=3O8O36XTXBKAX&keywords=novels&qid=1664557133&qu=eyJxc2MiOiI4LjQ2IiwicXNhIjoiNy43MyIsInFzcCI6IjcuNjEifQ%3D%3D&sprefix=novels%2Caps%2C336&sr=8-38,14.99,4.5 out of 5 stars,16775,Book 22 of 22: Gabriel Allon,Kindle,Editors' pick
Horse: A Novel,https://www.amazon.com/Horse-Novel-Geraldine-Brooks-ebook/dp/B09G9D94VW/ref=sr_1_39?crid=3O8O36XTXBKAX&keywords=novels&qid=1664557133&qu=eyJxc2MiOiI4LjQ2IiwicXNhIjoiNy43MyIsInFzcCI6IjcuNjEifQ%3D%3D&sprefix=novels%2Caps%2C336&sr=8-39,14.99,4.6 out of 5 stars,8014,Geraldine Brooks,Kindle,Best Seller
Wrong Place Wrong Time: A Novel,https://www.amazon.com/Wrong-Place-Time-Novel/dp/B09PSNQYYR/ref=sr_1_40?crid=3O8O36XTXBKAX&keywords=novels&qid=1664557133&qu=eyJxc2MiOiI4LjQ2IiwicXNhIjoiNy43MyIsInFzcCI6IjcuNjEifQ%3D%3D&sprefix=novels%2Caps%2C336&sr=8-40,0.00,4.3 out of 5 stars,7405,"Gillian McAllister, Lesley Sharp, et al.",Audible Audiobook,Best Seller
The Lost Heir (Wings of Fire Graphix),https://www.amazon.com/Lost-Heir-Wings-Graphic-Novel/dp/0545942209/ref=sr_1_41?crid=3O8O36XTXBKAX&keywords=novels&qid=1664557133&qu=eyJxc2MiOiI4LjQ2IiwicXNhIjoiNy43MyIsInFzcCI6IjcuNjEifQ%3D%3D&sprefix=novels%2Caps%2C336&sr=8-41,9.73,4.9 out of 5 stars,5358,Book 2 of 6: Wings of Fire Graphix,Paperback,No
Where the Crawdads Sing,https://www.amazon.com/Where-Crawdads-Sing-Delia-Owens/dp/0735219109/ref=sr_1_42?crid=3O8O36XTXBKAX&keywords=novels&qid=1664557133&qu=eyJxc2MiOiI4LjQ2IiwicXNhIjoiNy43MyIsInFzcCI6IjcuNjEifQ%3D%3D&sprefix=novels%2Caps%2C336&sr=8-42,9.98,4.8 out of 5 stars,344309,Delia Owens,Paperback,Best Seller
The Golden Enclaves: A Novel (The Scholomance Book 3),https://www.amazon.com/Golden-Enclaves-Novel-Scholomance-Book-ebook/dp/B09MVM8R7T/ref=sr_1_43?crid=3O8O36XTXBKAX&keywords=novels&qid=1664557133&qu=eyJxc2MiOiI4LjQ2IiwicXNhIjoiNy43MyIsInFzcCI6IjcuNjEifQ%3D%3D&sprefix=novels%2Caps%2C336&sr=8-43,13.99,4.7 out of 5 stars,748,Book 3 of 3: The Scholomance,Kindle,No
The Seven Husbands of Evelyn Hugo: A Novel,https://www.amazon.com/Seven-Husbands-of-Evelyn-Hugo-audiobook/dp/B071Z8Z5C7/ref=sr_1_44?crid=3O8O36XTXBKAX&keywords=novels&qid=1664557133&qu=eyJxc2MiOiI4LjQ2IiwicXNhIjoiNy43MyIsInFzcCI6IjcuNjEifQ%3D%3D&sprefix=novels%2Caps%2C336&sr=8-44,0.00,4.6 out of 5 stars,124782,"Alma Cuervo, Julia Whelan, et al.",Audible Audiobook,Editors' pick
The Housemaid: An absolutely addictive psychological thriller with a jaw-dropping twist,https://www.amazon.com/Housemaid-absolutely-addictive-psychological-jaw-dropping-ebook/dp/B09TWSRMCB/ref=sr_1_45?crid=3O8O36XTXBKAX&keywords=novels&qid=1664557133&qu=eyJxc2MiOiI4LjQ2IiwicXNhIjoiNy43MyIsInFzcCI6IjcuNjEifQ%3D%3D&sprefix=novels%2Caps%2C336&sr=8-45,0.00,4.5 out of 5 stars,48506,Book 1 of 2: The Housemaid,Kindle,Best Seller
The Lincoln Highway: A Novel,https://www.amazon.com/Lincoln-Highway-Novel-Amor-Towles-ebook/dp/B08WRH53MY/ref=sr_1_46?crid=3O8O36XTXBKAX&keywords=novels&qid=1664557133&qu=eyJxc2MiOiI4LjQ2IiwicXNhIjoiNy43MyIsInFzcCI6IjcuNjEifQ%3D%3D&sprefix=novels%2Caps%2C336&sr=8-46,14.99,4.4 out of 5 stars,65320,Amor Towles,Kindle,Editors' pick
Heaven Official's Blessing: Tian Guan Ci Fu (Novel) Vol. 4,https://www.amazon.com/Heaven-Officials-Blessing-Tian-Novel/dp/1638583528/ref=sr_1_47?crid=3O8O36XTXBKAX&keywords=novels&qid=1664557133&qu=eyJxc2MiOiI4LjQ2IiwicXNhIjoiNy43MyIsInFzcCI6IjcuNjEifQ%3D%3D&sprefix=novels%2Caps%2C336&sr=8-47,14.69,4.8 out of 5 stars,46,Book 4 of 6: Heaven Official's Blessing: Tian Guan Ci Fu (Novel),Paperback,No
Lucy by the Sea: A Novel,https://www.amazon.com/Lucy-Sea-Novel-Elizabeth-Strout-ebook/dp/B09VWWN5BJ/ref=sr_1_48?crid=3O8O36XTXBKAX&keywords=novels&qid=1664557133&qu=eyJxc2MiOiI4LjQ2IiwicXNhIjoiNy43MyIsInFzcCI6IjcuNjEifQ%3D%3D&sprefix=novels%2Caps%2C336&sr=8-48,14.99,4.4 out of 5 stars,948,Elizabeth Strout,Kindle,Best Seller
A Court of Wings and Ruin (A Court of Thorns and Roses Book 3),https://www.amazon.com/Court-Wings-Ruin-Thorns-Roses-ebook/dp/B01LOWN78Y/ref=sr_1_49?crid=3O8O36XTXBKAX&keywords=novels&qid=1664557133&qu=eyJxc2MiOiI4LjQ2IiwicXNhIjoiNy43MyIsInFzcCI6IjcuNjEifQ%3D%3D&sprefix=novels%2Caps%2C336&sr=8-49,6.55,4.8 out of 5 stars,51079,Book 3 of 5: A Court of Thorns and Roses,Kindle,No
The It Girl,https://www.amazon.com/Audible-The-It-Girl/dp/B09KX448WG/ref=sr_1_50?crid=3O8O36XTXBKAX&keywords=novels&qid=1664557133&qu=eyJxc2MiOiI4LjQ2IiwicXNhIjoiNy43MyIsInFzcCI6IjcuNjEifQ%3D%3D&sprefix=novels%2Caps%2C336&sr=8-50,0.00,4.2 out of 5 stars,11233,"Ruth Ware, Imogen Church, et al.",Audible Audiobook,Editors' pick
"A Court of Thorns and Roses (A Court of Thorns and Roses, 1)",https://www.amazon.com/Court-Thorns-Roses-Sarah-Maas/dp/1635575567/ref=sr_1_52?crid=3O8O36XTXBKAX&keywords=novels&qid=1664557133&qu=eyJxc2MiOiI4LjQ2IiwicXNhIjoiNy43MyIsInFzcCI6IjcuNjEifQ%3D%3D&sprefix=novels%2Caps%2C336&sr=8-52,10.37,4.7 out of 5 stars,66038,Book 1 of 5: A Court of Thorns and Roses,Paperback,Editors' pick
All Good People Here: A Novel,https://www.amazon.com/All-Good-People-Here-Novel/dp/B09QQVLPJC/ref=sr_1_53?crid=3O8O36XTXBKAX&keywords=novels&qid=1664557133&qu=eyJxc2MiOiI4LjQ2IiwicXNhIjoiNy43MyIsInFzcCI6IjcuNjEifQ%3D%3D&sprefix=novels%2Caps%2C336&sr=8-53,0.00,4.5 out of 5 stars,6846,"Ashley Flowers, Brittany Pressley, et al.",Audible Audiobook,Best Seller
Clive Cussler's Hellburner (The Oregon Files Book 16),https://www.amazon.com/Clive-Cusslers-Hellburner-Oregon-Files-ebook/dp/B09N6PZ9TJ/ref=sr_1_54?crid=3O8O36XTXBKAX&keywords=novels&qid=1664557133&qu=eyJxc2MiOiI4LjQ2IiwicXNhIjoiNy43MyIsInFzcCI6IjcuNjEifQ%3D%3D&sprefix=novels%2Caps%2C336&sr=8-54,14.99,4.6 out of 5 stars,1565,Book 16 of 17: The Oregon Files,Kindle,No
Shrines of Gaiety: A Novel,https://www.amazon.com/Shrines-Gaiety-Novel-Kate-Atkinson/dp/0385547978/ref=sr_1_55?crid=3O8O36XTXBKAX&keywords=novels&qid=1664557133&qu=eyJxc2MiOiI4LjQ2IiwicXNhIjoiNy43MyIsInFzcCI6IjcuNjEifQ%3D%3D&sprefix=novels%2Caps%2C336&sr=8-55,25.99,4.0 out of 5 stars,21,Kate Atkinson,Hardcover,No
Book Lovers,https://www.amazon.com/Book-Lovers-Emily-Henry-ebook/dp/B09BTQ9HW6/ref=sr_1_56?crid=3O8O36XTXBKAX&keywords=novels&qid=1664557133&qu=eyJxc2MiOiI4LjQ2IiwicXNhIjoiNy43MyIsInFzcCI6IjcuNjEifQ%3D%3D&sprefix=novels%2Caps%2C336&sr=8-56,9.99,4.5 out of 5 stars,40996,Emily Henry,Kindle,Editors' pick
Soul Taken (A Mercy Thompson Novel Book 13),https://www.amazon.com/Soul-Taken-Mercy-Thompson-Novel-ebook/dp/B096WY7DMJ/ref=sr_1_57?crid=3O8O36XTXBKAX&keywords=novels&qid=1664557133&qu=eyJxc2MiOiI4LjQ2IiwicXNhIjoiNy43MyIsInFzcCI6IjcuNjEifQ%3D%3D&sprefix=novels%2Caps%2C336&sr=8-57,13.99,4.8 out of 5 stars,7618,Book 13 of 13: A Mercy Thompson Novel,Kindle,No
The Rules of Dating,https://www.amazon.com/Rules-Dating-Penelope-Ward-ebook/dp/B0BFNXGNTD/ref=sr_1_58?crid=3O8O36XTXBKAX&keywords=novels&qid=1664557133&qu=eyJxc2MiOiI4LjQ2IiwicXNhIjoiNy43MyIsInFzcCI6IjcuNjEifQ%3D%3D&sprefix=novels%2Caps%2C336&sr=8-58,0.00,4.4 out of 5 stars,1656,Penelope  Ward   and Vi  Keeland,Kindle,Best Seller
"Hooky Volume 2 (Hooky, 2)",https://www.amazon.com/Hooky-2-M%C3%ADriam-Bonastre-Tur/dp/0358693098/ref=sr_1_59?crid=3O8O36XTXBKAX&keywords=novels&qid=1664557133&qu=eyJxc2MiOiI4LjQ2IiwicXNhIjoiNy43MyIsInFzcCI6IjcuNjEifQ%3D%3D&sprefix=novels%2Caps%2C336&sr=8-59,12.98,4.9 out of 5 stars,90,Míriam Bonastre Tur,Paperback,No
State of the Union (First Family Series Book 3),https://www.amazon.com/State-Union-First-Family-Novel-ebook/dp/B09LFB96Q2/ref=sr_1_60?crid=3O8O36XTXBKAX&keywords=novels&qid=1664557133&qu=eyJxc2MiOiI4LjQ2IiwicXNhIjoiNy43MyIsInFzcCI6IjcuNjEifQ%3D%3D&sprefix=novels%2Caps%2C336&sr=8-60,6.99,4.8 out of 5 stars,1162,Book 3 of 4: First Family Series,Kindle,No
A Charmer's Story: The Failed Spell,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg2_1?ie=UTF8&adId=A09937003BMDW838WILG0&url=%2FCharmers-Story-Failed-Spell%2Fdp%2FB09TDVMTSB%2Fref%3Dsr_1_49_sspa%3Fcrid%3D3O8O36XTXBKAX%26keywords%3Dnovels%26qid%3D1664557136%26qu%3DeyJxc2MiOiI4LjQ2IiwicXNhIjoiNy43MyIsInFzcCI6IjcuNjEifQ%253D%253D%26sprefix%3Dnovels%252Caps%252C336%26sr%3D8-49-spons%26psc%3D1&qualifier=1664557136&id=5610545805487288&widgetName=sp_atf_next,13.99,4.5 out of 5 stars,4,Ricardo Bermúdez and Daniel Martinez,Paperback,No
Trouble in Bayou Sabine: A Bayou Sabine Novel (The Bayou Sabine Series),https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg2_1?ie=UTF8&adId=A00568821LU19GBW2AYJW&url=%2FTrouble-Bayou-Sabine-Novel%2Fdp%2F1947834401%2Fref%3Dsr_1_50_sspa%3Fcrid%3D3O8O36XTXBKAX%26keywords%3Dnovels%26qid%3D1664557136%26qu%3DeyJxc2MiOiI4LjQ2IiwicXNhIjoiNy43MyIsInFzcCI6IjcuNjEifQ%253D%253D%26sprefix%3Dnovels%252Caps%252C336%26sr%3D8-50-spons%26psc%3D1&qualifier=1664557136&id=5610545805487288&widgetName=sp_atf_next,14.99,4.3 out of 5 stars,166,Lauren Faulkenberry,Paperback,No
Trouble Will Follow: A Bayou Sabine Novel (The Bayou Sabine Series),https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg2_1?ie=UTF8&adId=A00571625AFZAWBDTNL7&url=%2FTrouble-Will-Follow-Bayou-Sabine%2Fdp%2F194783438X%2Fref%3Dsr_1_51_sspa%3Fcrid%3D3O8O36XTXBKAX%26keywords%3Dnovels%26qid%3D1664557136%26qu%3DeyJxc2MiOiI4LjQ2IiwicXNhIjoiNy43MyIsInFzcCI6IjcuNjEifQ%253D%253D%26sprefix%3Dnovels%252Caps%252C336%26sr%3D8-51-spons%26psc%3D1&qualifier=1664557136&id=5610545805487288&widgetName=sp_atf_next,15.99,4.7 out of 5 stars,17,Lauren Faulkenberry,Paperback,No
The War Girls: A WW2 Novel of Sisterhood and Survival,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg2_1?ie=UTF8&adId=A08948571OOQWN8M9IL2B&url=%2FWar-Girls-V-S-Alexander%2Fdp%2F1496734793%2Fref%3Dsr_1_52_sspa%3Fcrid%3D3O8O36XTXBKAX%26keywords%3Dnovels%26qid%3D1664557136%26qu%3DeyJxc2MiOiI4LjQ2IiwicXNhIjoiNy43MyIsInFzcCI6IjcuNjEifQ%253D%253D%26sprefix%3Dnovels%252Caps%252C336%26sr%3D8-52-spons%26psc%3D1&qualifier=1664557136&id=5610545805487288&widgetName=sp_atf_next,9.98,4.6 out of 5 stars,168,V.S. Alexander,Paperback,No
November 9: A Novel,https://www.amazon.com/November-9-Novel-Colleen-Hoover/dp/1501110349/ref=sr_1_53?crid=3O8O36XTXBKAX&keywords=novels&qid=1664557136&qu=eyJxc2MiOiI4LjQ2IiwicXNhIjoiNy43MyIsInFzcCI6IjcuNjEifQ%3D%3D&sprefix=novels%2Caps%2C336&sr=8-53,9.99,4.7 out of 5 stars,37848,Colleen Hoover,Paperback,No
